speciesName,monthlySightings,monthIndex
Exidmonea atlantica,3,341
Diaperoforma californica,3,341
Plagioecia patina,2,341
Plagioecia sarniensis,2,341
Oncousoecia dilatans,1,341
Disporella hispida,18,341
Aetea anguina,4,341
Lepraliella granulata Canu & Bassler,1,341
Celleporaria pilaefera,8,341
Palmiskenea skenei,4,341
Reteporellina babelensis,7,341
Plesiocleidochasma laterale,11,341
Myriapora truncata,4,341
Exechonella magna,1,341
Pectinatella magnifica,7,342
Diaperoforma californica,1,342
Heteropora alaskensis Borg,1,342
Frondipora verrucosa,3,342
Myriapora truncata,4,342
Leieschara coarctata M.Sars,4,342
Pectinatella magnifica,2,343
Crisidia cornuta,14,343
Diaperoforma californica,1,343
Plagioecia patina,3,343
Disporella hispida,4,343
Pleurotoichus clathratus,1,343
Aetea anguina,1,343
Iodictyum willeyi Harmer,1,343
Myriapora truncata,3,343
Pectinatella magnifica,1,344
Plumatella emarginata Allmann,1,344
Heteropora alaskensis Borg,1,344
Pleurotoichus clathratus,1,344
Celleporaria columnaris,1,344
Palmiskenea skenei,1,344
Retelepralia mosaica,1,344
Oshurkovia littoralis,2,344
Myriapora truncata,1,344
Diaperoforma californica,8,345
Myriapora truncata,2,345
Diaperoforma californica,2,346
Reteporellina denticulata,1,346
Diaperoforma californica,2,347
Aetea anguina,2,347
Triphyllozoon moniliferum,1,347
Diaperoforma californica,2,348
Crisidia cornuta,6,349
Diaperoforma californica,3,349
Plagioecia patina,2,349
Monoporella fimbriata Canu & Bassler,1,349
Crisidia cornuta,10,350
Diaperoforma californica,3,350
Entalophoroecia deflexa,2,350
Plagioecia patina,4,350
Plagioecia sarniensis,4,350
Disporella hispida,11,350
Kellicottia bostoniensis,1,351
Crisidia cornuta,31,351
Diaperoforma californica,4,351
Heteropora alaskensis Borg,1,351
Plagioecia patina,1,351
Lichenopora intricata,12,351
Aetea anguina,4,351
Rhynchozoon rostratum,12,351
Crisidia cornuta,33,352
Diaperoforma californica,1,352
Entalophoroecia deflexa,4,352
Plagioecia patina,4,352
Disporella hispida,9,352
Rhynchozoon bispinosum,6,352
Dentiporella sardonica,1,352
Myriapora truncata,3,352
Crisidia cornuta,17,353
Diaperoforma californica,2,353
Entalophoroecia deflexa,2,353
Plagioecia patina,4,353
Disporella hispida,10,353
Aetea anguina,1,353
Palmiskenea skenei,2,353
Phidolopora pacifica,1,353
Myriapora truncata,7,353
Pectinatella magnifica,2,354
Crisidia cornuta,5,354
Tennysonia stellata Busk,15,354
Disporella hispida,2,354
Lichenopora intricata,12,354
Phidolopora pacifica,1,354
Rhynchozoon rostratum,34,354
Myriapora truncata,5,354
Thalamoporella californica,4,354
Crisidia cornuta,3,355
Diplosolen obelium,1,355
Exidmonea atlantica,3,355
Tubulipora lobifera Hastings,1,355
Diaperoforma californica,1,355
Plagioecia patina,3,355
Oncousoecia dilatans,4,355
Disporella hispida,4,355
Palmiskenea skenei,4,355
Rhynchozoon rostratum,2,355
Dentiporella sardonica,1,355
Oshurkovia littoralis,2,355
Myriapora truncata,25,355
Crisidia cornuta,2,356
Entalophoroecia deflexa,1,356
Plagioecia sarniensis,1,356
Oncousoecia dilatans,1,356
Disporella hispida,7,356
Frondipora verrucosa,2,356
Pleurotoichus clathratus,1,356
Aetea sica,7,356
Aetea anguina,6,356
Palmiskenea skenei,1,356
Oshurkovia littoralis,2,356
Myriapora truncata,8,356
Pectinatella magnifica,2,357
Diaperoforma californica,3,357
Disporella hispida,1,357
Aetea anguina,1,357
Myriapora truncata,7,357
Diaperoforma californica,2,358
Plagioecia patina,1,358
Disporella hispida,1,358
Pleurotoichus clathratus,4,358
Phidolopora pacifica,1,358
Iodictyum willeyi Harmer,2,358
Rhynchozoon haha Hayward,1,358
Myriapora truncata,2,358
Diaperoforma californica,2,359
Oncousoecia dilatans,1,359
Disporella hispida,4,359
Aetea anguina,3,359
Crisidia cornuta,8,360
Entalophoroecia deflexa,5,360
Plagioecia patina,6,360
Oncousoecia dilatans,5,360
Disporella hispida,8,360
Aetea anguina,1,360
Oshurkovia littoralis,2,360
Tennysonia stellata Busk,23,361
Lichenopora intricata,22,361
Aetea anguina,1,361
Rhynchozoon rostratum,31,361
Schizoretepora tessellata,1,361
Crisidia cornuta,5,362
Heteropora alaskensis Borg,1,362
Entalophoroecia deflexa,2,362
Plagioecia patina,1,362
Disporella hispida,3,362
Lichenopora intricata,15,362
Aetea anguina,1,362
Rhynchozoon rostratum,32,362
Myriapora truncata,1,362
Thalamoporella californica,1,362
Pectinatella magnifica,1,363
Crisidia cornuta,4,363
Diaperoforma californica,1,363
Heteropora alaskensis Borg,1,363
Entalophoroecia deflexa,2,363
Plagioecia patina,3,363
Disporella hispida,2,363
Disporella separata Osburn,1,363
Aetea truncata,1,363
Palmiskenea skenei,1,363
Myriapora truncata,1,363
Crisidia cornuta,20,364
Exidmonea atlantica,1,364
Heteropora alaskensis Borg,1,364
Plagioecia patina,3,364
Disporella hispida,7,364
Aetea sica,1,364
Aetea anguina,1,364
Myriapora truncata,25,364
Pectinatella magnifica,1,365
Filicrisia geniculata,3,365
Crisidia cornuta,12,365
Diaperoforma californica,7,365
Plagioecia patina,6,365
Oncousoecia dilatans,2,365
Disporella hispida,20,365
Dentiporella sardonica,7,365
Myriapora truncata,20,365
Pectinatella magnifica,3,366
Tubulipora plumosa Thompson,1,366
Diaperoforma californica,6,366
Plagioecia patina,1,366
Oncousoecia dilatans,2,366
Disporella hispida,1,366
Frondipora verrucosa,1,366
Aetea anguina,18,366
Phidolopora pacifica,1,366
Dentiporella sardonica,7,366
Umbonula ovicellata Hastings,1,366
Myriapora truncata,26,366
Pectinatella magnifica,2,367
Crisidia cornuta,2,367
Diaperoforma californica,2,367
Plagioecia patina,11,367
Disporella hispida,4,367
Frondipora verrucosa,1,367
Myriapora truncata,18,367
Pectinatella magnifica,2,368
Crisidia cornuta,2,368
Plagioecia patina,4,368
Disporella hispida,4,368
Aetea truncata,4,368
Aetea sica,2,368
Palmiskenea skenei,1,368
Oshurkovia littoralis,2,368
Myriapora truncata,7,368
Diaperoforma californica,1,369
Disporella hispida,2,369
Frondipora verrucosa,1,369
Myriapora truncata,10,369
Diaperoforma californica,2,370
Heteropora alaskensis Borg,1,370
Entalophoroecia deflexa,1,370
Myriapora truncata,2,370
Plagioecia patina,1,372
Oncousoecia dilatans,2,372
Myriapora truncata,2,372
Tennysonia stellata Busk,14,373
Diaperoforma californica,6,373
Plagioecia patina,1,373
Crisidia cornuta,2,374
Plagioecia patina,5,374
Plagioecia sarniensis,3,374
Disporella hispida,1,374
Aetea anguina,6,374
Myriapora truncata,2,374
Diplosolen obelium,1,375
Desmeplagioecia amphorae Harmelin,1,375
Entalophoroecia deflexa,2,375
Plagioecia patina,2,375
Oncousoecia dilatans,2,375
Oshurkovia littoralis,5,375
Myriapora truncata,19,375
Crisidia cornuta,2,376
Plagioecia patina,17,376
Oncousoecia dilatans,1,376
Disporella hispida,19,376
Aetea sica,7,376
Rhynchozoon rostratum,7,376
Rhynchozoon bispinosum,2,376
Dentiporella sardonica,3,376
Umbonula ovicellata Hastings,1,376
Myriapora truncata,20,376
Pectinatella magnifica,1,377
Exidmonea atlantica,1,377
Plagioecia patina,11,377
Disporella hispida,41,377
Lichenopora intricata,10,377
Rhynchozoon rostratum,19,377
Dentiporella sardonica,8,377
Myriapora truncata,76,377
Pectinatella magnifica,1,378
Filicrisia geniculata,1,378
Plagioecia patina,2,378
Disporella hispida,9,378
Aetea anguina,3,378
Oshurkovia littoralis,1,378
Myriapora truncata,3,378
Pectinatella magnifica,2,379
Diplosolen obelium,8,379
Tubulipora liliacea,3,379
Entalophoroecia deflexa,2,379
Plagioecia patina,8,379
Oncousoecia dilatans,5,379
Disporella hispida,8,379
Lichenopora intricata,14,379
Rhynchozoon rostratum,28,379
Myriapora truncata,6,379
Pectinatella magnifica,1,380
Exidmonea atlantica,1,380
Diaperoforma californica,2,380
Disporella hispida,1,380
Phidolopora pacifica,1,380
Dentiporella sardonica,1,380
Oshurkovia littoralis,5,380
Myriapora truncata,30,380
Filicrisia geniculata,1,381
Diplosolen obelium,1,381
Plagioecia patina,2,381
Disporella hispida,2,381
Reteporellina denticulata,1,381
Oshurkovia littoralis,3,381
Myriapora truncata,18,381
Crisidia cornuta,3,382
Diaperoforma californica,1,382
Disporella hispida,1,383
Myriapora truncata,7,383
Pectinatella magnifica,1,384
Diaperoforma californica,7,384
Plagioecia patina,1,384
Oncousoecia dilatans,1,384
Hagiosynodos latus,1,384
Triphyllozoon moniliferum,1,384
Rhynchozoon bispinosum,1,384
Dentiporella sardonica,2,384
Myriapora truncata,3,384
Crisidia cornuta,14,385
Diaperoforma californica,3,385
Entalophoroecia deflexa,7,385
Plagioecia patina,1,385
Plagioecia sarniensis,2,385
Disporella hispida,13,385
Aetea sica,1,385
Aetea anguina,9,385
Rhynchozoon bispinosum,2,385
Myriapora truncata,1,385
Bicrisia abyssicola Kluge,1,386
Crisidia cornuta,12,386
Diplosolen obelium,6,386
Diaperoforma californica,3,386
Entalophoroecia deflexa,26,386
Mesonea radians,1,386
Plagioecia patina,6,386
Plagioecia sarniensis,3,386
Oncousoecia dilatans,5,386
Disporella hispida,41,386
Aetea sica,1,386
Aetea anguina,4,386
Palmiskenea skenei,4,386
Hagiosynodos latus,1,386
Triphyllozoon moniliferum,1,386
Disporella hispida,1,387
Aetea anguina,1,387
Rhynchozoon bispinosum,1,387
Oshurkovia littoralis,1,387
Myriapora truncata,7,387
Pectinatella magnifica,1,388
Oncousoecia dilatans,1,388
Disporella hispida,2,388
Lichenopora intricata,44,388
Aetea anguina,1,388
Rhynchozoon rostratum,62,388
Rhynchozoon neapolitanum Gautier,1,388
Myriapora truncata,22,388
Pectinatella magnifica,2,389
Crisidia cornuta,2,389
Exidmonea atlantica,1,389
Plagioecia patina,7,389
Plagioecia sarniensis,1,389
Disporella hispida,5,389
Lichenopora intricata,1,389
Aetea anguina,3,389
Palmiskenea skenei,1,389
Rhynchozoon rostratum,3,389
Oshurkovia littoralis,1,389
Myriapora truncata,23,389
Pectinatella magnifica,3,390
Crisidia cornuta,25,390
Diaperoforma californica,1,390
Plagioecia patina,4,390
Disporella hispida,9,390
Disporella separata Osburn,1,390
Palmiskenea skenei,1,390
Rhynchozoon neapolitanum Gautier,2,390
Schizoretepora tessellata,7,390
Myriapora truncata,6,390
Pectinatella magnifica,5,391
Filicrisia geniculata,2,391
Crisidia cornuta,4,391
Diplosolen obelium,7,391
Tubulipora aperta Harmer,1,391
Diaperoforma californica,3,391
Plagioecia patina,6,391
Oncousoecia dilatans,1,391
Disporella hispida,9,391
Disporella separata Osburn,1,391
Aetea truncata,1,391
Aetea sica,4,391
Aetea anguina,4,391
Phidolopora elongata,1,391
Rhynchozoon neapolitanum Gautier,2,391
Dentiporella sardonica,1,391
Oshurkovia littoralis,3,391
Myriapora truncata,27,391
Pectinatella magnifica,3,392
Crisidia cornuta,7,392
Diplosolen obelium,12,392
Exidmonea atlantica,1,392
Tubulipora liliacea,2,392
Plagioecia patina,6,392
Oncousoecia dilatans,2,392
Disporella hispida,21,392
Aetea anguina,4,392
Rhynchozoon neapolitanum Gautier,1,392
Oshurkovia littoralis,3,392
Myriapora truncata,35,392
Diaperoforma californica,4,393
Disporella hispida,2,393
Palmiskenea skenei,1,393
Triphyllozoon inornatum Harmer,2,393
Dentiporella sardonica,1,393
Myriapora truncata,14,393
Pectinatella magnifica,1,394
Disporella hispida,1,394
Myriapora truncata,3,394
Palmiskenea skenei,1,395
Myriapora truncata,1,395
Crisidia cornuta,1,396
Diaperoforma californica,4,396
Plagioecia patina,8,396
Oncousoecia dilatans,1,396
Disporella hispida,3,396
Rhynchozoon bispinosum,1,396
Myriapora truncata,1,396
Crisidia cornuta,5,397
Plagioecia patina,2,397
Oncousoecia dilatans,1,397
Disporella hispida,2,397
Lichenopora intricata,13,397
Hagiosynodos latus,1,397
Rhynchozoon rostratum,15,397
Oshurkovia littoralis,1,397
Myriapora truncata,1,397
Crisidia cornuta,5,398
Disporella hispida,1,398
Celleporaria agglutinans,1,398
Triphyllozoon moniliferum,1,398
Iodictyum phoeniceum,1,398
Oshurkovia littoralis,2,398
Myriapora truncata,1,398
Disporella hispida,1,399
Lichenopora intricata,3,399
Palmiskenea skenei,1,399
Rhynchozoon rostratum,30,399
Myriapora truncata,7,399
Thalamoporella californica,3,399
Crisidia cornuta,12,400
Stomatoporina incurvata,5,400
Diaperoforma californica,1,400
Entalophoroecia deflexa,5,400
Plagioecia patina,4,400
Plagioecia sarniensis,4,400
Oncousoecia dilatans,7,400
Disporella hispida,16,400
Lichenopora intricata,11,400
Aetea anguina,3,400
Celleporaria albirostris,1,400
Phidolopora pacifica,1,400
Rhynchozoon rostratum,19,400
Rhynchozoon bispinosum,2,400
Dentiporella sardonica,2,400
Oshurkovia littoralis,1,400
Myriapora truncata,28,400
Crisidia cornuta,1,401
Diplosolen obelium,8,401
Tubulipora liliacea,3,401
Plagioecia patina,11,401
Plagioecia sarniensis,1,401
Oncousoecia dilatans,1,401
Disporella hispida,14,401
Aetea anguina,2,401
Celleporaria sibogae Winston & Heimberg,1,401
Dentiporella sardonica,4,401
Oshurkovia littoralis,5,401
Myriapora truncata,44,401
Pectinatella magnifica,1,402
Diaperoforma californica,2,402
Plagioecia patina,7,402
Plagioecia sarniensis,1,402
Disporella hispida,15,402
Hagiosynodos latus,2,402
Rhynchozoon bispinosum,5,402
Oshurkovia littoralis,7,402
Myriapora truncata,42,402
Pectinatella magnifica,1,403
Filicrisia geniculata,1,403
Crisidia cornuta,1,403
Diaperoforma californica,2,403
Plagioecia patina,1,403
Dentiporella sardonica,4,403
Oshurkovia littoralis,2,403
Myriapora truncata,68,403
Pectinatella magnifica,5,404
Crisidia cornuta,6,404
Tubulipora liliacea,1,404
Plagioecia patina,6,404
Oncousoecia dilatans,1,404
Disporella hispida,14,404
Aetea truncata,1,404
Aetea anguina,8,404
Palmiskenea skenei,1,404
Myriapora truncata,29,404
Pectinatella magnifica,3,405
Diaperoforma californica,3,405
Plagioecia patina,1,405
Disporella hispida,2,405
Aetea anguina,1,405
Oshurkovia littoralis,2,405
Myriapora truncata,27,405
Pectinatella magnifica,1,406
Densipora corrugata MacGillivray,1,406
Triphyllozoon moniliferum,1,406
Myriapora truncata,2,406
Entalophoroecia deflexa,1,407
Plagioecia patina,1,407
Plagioecia sarniensis,1,407
Oncousoecia dilatans,1,407
Disporella hispida,1,407
Aetea truncata,1,407
Aetea sica,1,407
Rhynchozoon bispinosum,1,407
Myriapora truncata,4,407
Crisidia cornuta,9,408
Tubulipora liliacea,38,408
Stomatoporina incurvata,6,408
Plagioecia patina,2,408
Plagioecia sarniensis,4,408
Oncousoecia dilatans,8,408
Disporella hispida,34,408
Annectocyma major,16,408
Aetea anguina,19,408
Celleporaria brunnea,1,408
Palmiskenea skenei,11,408
Hagiosynodos latus,7,408
Rhynchozoon bispinosum,4,408
Myriapora truncata,4,408
Diaperoforma californica,1,409
Lichenopora intricata,6,409
Rhynchozoon rostratum,28,409
Myriapora truncata,1,409
Crisidia cornuta,13,410
Desmeplagioecia amphorae Harmelin,1,410
Exidmonea atlantica,1,410
Tubulipora liliacea,13,410
Stomatoporina incurvata,4,410
Diaperoforma californica,1,410
Plagioecia patina,12,410
Oncousoecia dilatans,5,410
Disporella hispida,10,410
Annectocyma major,12,410
Aetea sica,2,410
Aetea anguina,10,410
Hagiosynodos latus,1,410
Myriapora truncata,5,410
Disporella hispida,3,411
Hagiosynodos latus,3,411
Dentiporella sardonica,1,411
Myriapora truncata,21,411
Crisidia cornuta,14,412
Diplosolen obelium,2,412
Diaperoforma californica,2,412
Entalophoroecia deflexa,8,412
Plagioecia patina,8,412
Plagioecia sarniensis,4,412
Oncousoecia dilatans,2,412
Disporella hispida,12,412
Lichenopora intricata,1,412
Aetea sica,1,412
Aetea anguina,11,412
Rhynchozoon rostratum,3,412
Reteporellina denticulata,1,412
Myriapora truncata,47,412
Pectinatella magnifica,3,413
Crisidia cornuta,2,413
Diaperoforma californica,2,413
Plagioecia patina,6,413
Plagioecia sarniensis,1,413
Oncousoecia dilatans,2,413
Disporella hispida,18,413
Lichenopora intricata,2,413
Aetea anguina,3,413
Palmiskenea skenei,2,413
Hagiosynodos latus,1,413
Rhynchozoon rostratum,9,413
Rhynchozoon bispinosum,2,413
Oshurkovia littoralis,5,413
Myriapora truncata,54,413
Pectinatella magnifica,34,414
Diplosolen obelium,1,414
Plagioecia patina,5,414
Disporella hispida,9,414
Lichenopora intricata,3,414
Aetea anguina,3,414
Palmiskenea skenei,3,414
Hagiosynodos latus,1,414
Rhynchozoon rostratum,8,414
Dentiporella sardonica,1,414
Oshurkovia littoralis,1,414
Myriapora truncata,34,414
Pectinatella magnifica,2,415
Bicrisia abyssicola Kluge,1,415
Crisidia cornuta,4,415
Diplosolen obelium,2,415
Diaperoforma californica,1,415
Plagioecia patina,6,415
Oncousoecia dilatans,3,415
Disporella hispida,10,415
Aetea truncata,1,415
Aetea sica,2,415
Aetea anguina,2,415
Palmiskenea skenei,1,415
Dentiporella sardonica,1,415
Oshurkovia littoralis,1,415
Myriapora truncata,73,415
Pectinatella magnifica,2,416
Crisidia cornuta,3,416
Diplosolen obelium,2,416
Exidmonea atlantica,1,416
Tubulipora liliacea,2,416
Tubulipora lobifera Hastings,2,416
Tubulipora plumosa Thompson,2,416
Entalophoroecia deflexa,5,416
Plagioecia patina,12,416
Plagioecia sarniensis,2,416
Oncousoecia dilatans,12,416
Disporella hispida,24,416
Aetea truncata,1,416
Aetea anguina,7,416
Myriapora truncata,27,416
Tubulipora liliacea,1,417
Plagioecia patina,3,417
Disporella hispida,3,417
Aetea anguina,1,417
Dentiporella sardonica,1,417
Myriapora truncata,27,417
Crisidia cornuta,1,418
Exidmonea atlantica,1,418
Stomatoporina incurvata,3,418
Entalophoroecia deflexa,3,418
Plagioecia patina,1,418
Plagioecia sarniensis,2,418
Oncousoecia dilatans,2,418
Disporella hispida,20,418
Rhynchozoon bispinosum,1,418
Dentiporella sardonica,2,418
Myriapora truncata,15,418
Pectinatella magnifica,1,419
Crisidia cornuta,2,419
Stomatoporina incurvata,3,419
Entalophoroecia deflexa,1,419
Plagioecia patina,3,419
Plagioecia sarniensis,1,419
Oncousoecia dilatans,1,419
Disporella hispida,1,419
Celleporaria albirostris,1,419
Myriapora truncata,8,419
Diaperoforma californica,1,420
Plagioecia sarniensis,1,420
Disporella hispida,2,420
Hagiosynodos latus,1,420
Myriapora truncata,2,420
Tubulipora liliacea,1,421
Plagioecia patina,1,421
Myriapora truncata,1,421
Crisidia cornuta,1,422
Diplosolen obelium,1,422
Exidmonea atlantica,1,422
Tubulipora pacifica Robertson,1,422
Plagioecia patina,2,422
Disporella hispida,2,422
Myriapora truncata,1,422
Tubulipora aperta Harmer,1,423
Plagioecia patina,1,423
Disporella hispida,2,423
Aetea truncata,1,423
Rhynchozoon bispinosum,1,423
Myriapora truncata,11,423
Pectinatella magnifica,1,424
Exidmonea atlantica,2,424
Diaperoforma californica,2,424
Disporella hispida,14,424
Disporella violacea,1,424
Celleporaria brunnea,1,424
Dentiporella sardonica,2,424
Oshurkovia littoralis,1,424
Myriapora truncata,40,424
Pectinatella magnifica,1,425
Crisidia cornuta,3,425
Diplosolen obelium,1,425
Exidmonea atlantica,1,425
Tubulipora plumosa Thompson,1,425
Diaperoforma californica,3,425
Entalophoroecia deflexa,1,425
Plagioecia patina,5,425
Disporella hispida,12,425
Aetea truncata,1,425
Aetea anguina,2,425
Celleporaria sibogae Winston & Heimberg,1,425
Hagiosynodos latus,1,425
Rhynchozoon neapolitanum Gautier,2,425
Dentiporella sardonica,1,425
Reteporellina denticulata,1,425
Oshurkovia littoralis,9,425
Myriapora truncata,35,425
Pectinatella magnifica,1,426
Crisidia cornuta,1,426
Exidmonea atlantica,1,426
Diaperoforma californica,2,426
Disporella hispida,6,426
Frondipora verrucosa,1,426
Dentiporella sardonica,2,426
Oshurkovia littoralis,3,426
Myriapora truncata,33,426
Pectinatella magnifica,23,427
Crisidia cornuta,7,427
Densipora corrugata MacGillivray,1,427
Exidmonea atlantica,2,427
Plagioecia patina,5,427
Disporella hispida,16,427
Aetea truncata,1,427
Aetea anguina,4,427
Phidolopora elongata,1,427
Iodictyum axillare,1,427
Dentiporella sardonica,3,427
Oshurkovia littoralis,15,427
Myriapora truncata,61,427
Pectinatella magnifica,5,428
Densipora corrugata MacGillivray,1,428
Plagioecia patina,2,428
Disporella hispida,12,428
Aetea sica,1,428
Aetea anguina,6,428
Reteporellina denticulata,2,428
Myriapora truncata,34,428
Pectinatella magnifica,4,429
Crisidia cornuta,3,429
Exidmonea atlantica,2,429
Plagioecia patina,4,429
Disporella hispida,10,429
Dentiporella sardonica,1,429
Reteporellina denticulata,1,429
Oshurkovia littoralis,3,429
Myriapora truncata,36,429
Pectinatella magnifica,2,430
Plagioecia patina,10,430
Disporella hispida,4,430
Aetea anguina,1,430
Myriapora truncata,25,430
Disporella hispida,1,431
Myriapora truncata,6,431
Diaperoforma californica,1,432
Myriapora truncata,4,432
Crisidia cornuta,1,433
Tubulipora liliacea,2,433
Diaperoforma californica,5,433
Plagioecia patina,1,433
Disporella hispida,2,433
Celleporaria agglutinans,1,433
Myriapora truncata,1,433
Crisidia cornuta,7,434
Exidmonea atlantica,1,434
Plagioecia patina,2,434
Disporella hispida,4,434
Oshurkovia littoralis,1,434
Myriapora truncata,12,434
Crisidia cornuta,16,435
Desmeplagioecia amphorae Harmelin,2,435
Tubulipora liliacea,12,435
Entalophoroecia deflexa,5,435
Mesonea radians,1,435
Plagioecia patina,14,435
Disporella hispida,14,435
Hornera lichenoides,1,435
Annectocyma major,3,435
Aetea sica,35,435
Aetea anguina,17,435
Triphyllozoon moniliferum,1,435
Myriapora truncata,17,435
Crisidia cornuta,3,436
Exidmonea atlantica,6,436
Diaperoforma californica,2,436
Plagioecia patina,4,436
Disporella hispida,5,436
Reteporellina denticulata,1,436
Oshurkovia littoralis,1,436
Myriapora truncata,31,436
Pectinatella magnifica,3,437
Crisiella producta,1,437
Exidmonea atlantica,1,437
Tubulipora liliacea,1,437
Plagioecia patina,2,437
Plagioecia sarniensis,1,437
Disporella hispida,10,437
Palmiskenea skenei,1,437
Rhynchozoon bispinosum,1,437
Dentiporella sardonica,2,437
Oshurkovia littoralis,7,437
Myriapora truncata,56,437
Pectinatella magnifica,6,438
Exidmonea atlantica,2,438
Diaperoforma californica,1,438
Plagioecia patina,3,438
Disporella hispida,2,438
Aetea anguina,1,438
Myriapora truncata,32,438
Pectinatella magnifica,32,439
Crisidia cornuta,4,439
Plagioecia patina,5,439
Disporella hispida,7,439
Aetea anguina,2,439
Phidolopora elongata,2,439
Dentiporella sardonica,8,439
Myriapora truncata,49,439
Pectinatella magnifica,18,440
Crisidia cornuta,1,440
Exidmonea atlantica,2,440
Plagioecia patina,6,440
Disporella hispida,14,440
Aetea truncata,1,440
Aetea anguina,5,440
Dentiporella sardonica,4,440
Oshurkovia littoralis,1,440
Myriapora truncata,47,440
Pectinatella magnifica,10,441
Exidmonea atlantica,4,441
Plagioecia patina,11,441
Disporella hispida,16,441
Frondipora verrucosa,3,441
Aetea anguina,3,441
Celleporaria pilaefera,1,441
Rhynchozoon neapolitanum Gautier,1,441
Dentiporella sardonica,2,441
Oshurkovia littoralis,2,441
Myriapora truncata,45,441
Thalamoporella gothica,1,441
Pectinatella magnifica,1,442
Densipora corrugata MacGillivray,1,442
Tubulipora liliacea,1,442
Plagioecia patina,2,442
Oncousoecia dilatans,1,442
Disporella hispida,3,442
Lichenopora intricata,9,442
Frondipora verrucosa,1,442
Celleporaria brunnea,1,442
Iodictyum phoeniceum,1,442
Rhynchozoon rostratum,25,442
Rhynchozoon bispinosum,1,442
Dentiporella sardonica,1,442
Myriapora truncata,16,442
Thalamoporella californica,2,442
Pectinatella magnifica,1,443
Disporella hispida,2,443
Celleporaria pilaefera,1,443
Dentiporella sardonica,1,443
Myriapora truncata,4,443
Diaperoforma californica,3,444
Plagioecia patina,2,444
Disporella hispida,1,444
Phidolopora pacifica,1,444
Myriapora truncata,2,444
Diaperoforma californica,4,445
Disporella hispida,2,445
Myriapora truncata,4,445
Filicrisia geniculata,1,446
Disporella hispida,3,446
Dentiporella sardonica,1,446
Oshurkovia littoralis,1,446
Myriapora truncata,7,446
Thalamoporella californica,1,446
Plagioecia patina,2,447
Disporella hispida,4,447
Disporella violacea,1,447
Frondipora verrucosa,2,447
Palmiskenea skenei,4,447
Dentiporella sardonica,3,447
Reteporellina denticulata,1,447
Myriapora truncata,48,447
Pectinatella magnifica,2,448
Filicrisia geniculata,2,448
Exidmonea atlantica,1,448
Diaperoforma californica,2,448
Plagioecia patina,2,448
Disporella hispida,10,448
Lichenopora intricata,10,448
Frondipora verrucosa,3,448
Aetea anguina,4,448
Rhynchozoon rostratum,18,448
Dentiporella sardonica,5,448
Oshurkovia littoralis,2,448
Myriapora truncata,60,448
Pectinatella magnifica,5,449
Exidmonea atlantica,1,449
Diaperoforma californica,1,449
Plagioecia patina,1,449
Disporella hispida,19,449
Disporella violacea,1,449
Lichenopora intricata,11,449
Frondipora verrucosa,6,449
Aetea anguina,3,449
Palmiskenea skenei,1,449
Rhynchozoon rostratum,38,449
Rhynchozoon neapolitanum Gautier,8,449
Dentiporella sardonica,10,449
Reteporellina denticulata,1,449
Oshurkovia littoralis,4,449
Myriapora truncata,55,449
Pectinatella magnifica,13,450
Crisidia cornuta,8,450
Diaperoforma californica,2,450
Entalophoroecia deflexa,4,450
Mesonea radians,1,450
Plagioecia patina,8,450
Plagioecia sarniensis,1,450
Disporella hispida,18,450
Frondipora verrucosa,2,450
Aetea anguina,4,450
Rhynchozoon neapolitanum Gautier,10,450
Dentiporella sardonica,6,450
Oshurkovia littoralis,2,450
Myriapora truncata,38,450
Pectinatella magnifica,18,451
Filicrisia geniculata,1,451
Exidmonea atlantica,1,451
Tubulipora liliacea,2,451
Diaperoforma californica,2,451
Plagioecia patina,4,451
Oncousoecia dilatans,1,451
Disporella hispida,13,451
Frondipora verrucosa,2,451
Aetea anguina,9,451
Palmiskenea skenei,1,451
Dentiporella sardonica,7,451
Umbonula ovicellata Hastings,1,451
Oshurkovia littoralis,1,451
Myriapora truncata,59,451
Thalamoporella californica,1,451
Pectinatella magnifica,6,452
Plumatella emarginata Allmann,1,452
Filicrisia geniculata,1,452
Crisidia cornuta,3,452
Tubulipora liliacea,2,452
Diaperoforma californica,2,452
Entalophoroecia deflexa,2,452
Plagioecia patina,5,452
Disporella hispida,15,452
Frondipora verrucosa,1,452
Aetea anguina,2,452
Phidolopora pacifica,1,452
Rhynchozoon neapolitanum Gautier,1,452
Dentiporella sardonica,4,452
Oshurkovia littoralis,3,452
Myriapora truncata,32,452
Pectinatella magnifica,5,453
Plagioecia patina,1,453
Disporella hispida,1,453
Frondipora verrucosa,3,453
Aetea anguina,1,453
Rhynchozoon neapolitanum Gautier,4,453
Dentiporella sardonica,8,453
Myriapora truncata,45,453
Pectinatella magnifica,1,454
Crisidia cornuta,1,454
Tubulipora liliacea,1,454
Tubulipora lobifera Hastings,1,454
Diaperoforma californica,2,454
Plagioecia patina,1,454
Plagioecia sarniensis,1,454
Oncousoecia dilatans,1,454
Disporella hispida,5,454
Disporella separata Osburn,2,454
Aetea anguina,1,454
Rhynchozoon bispinosum,1,454
Dentiporella sardonica,1,454
Myriapora truncata,6,454
Pectinatella magnifica,1,455
Exidmonea atlantica,2,455
Tubulipora lobifera Hastings,1,455
Plagioecia patina,1,455
Oncousoecia dilatans,2,455
Disporella hispida,3,455
Aetea truncata,1,455
Aetea anguina,1,455
Phidolopora pacifica,1,455
